"QLogin_1","Item","Segmented","lines","response_num","response","J1_Rating","J2_Rating","J3_Rating","J4_Rating"
"MzKGrHfk","paperclip","unsegmented",5,5,"Clean dirt between nails.",2,3,2,2
"c62vD57c","paperclip","segmented",10,5,"Clean dirt under fingernails",2,3,2,2
"C9hwW590","paperclip","unsegmented",10,3,"clean finger nails",2,3,2,2
"1BHxIRq1","paperclip","unsegmented",10,7,"clean fingernails",2,3,2,2
"B0o9M8xC","paperclip","unsegmented",10,8,"clean fingernails",2,3,2,2
"jabz8ZMA","paperclip","segmented",15,2,"clean fingernails",2,3,2,2
"888P21nX","paperclip","segmented",10,4,"clean fingernails ",2,3,2,2
"xW7eohB9","paperclip","segmented",5,3,"clean gunk out of a crack, ",2,3,2,2
"mhcrc4iq","paperclip","unsegmented",5,5,"Clean gunk out of your computer",2,3,2,2
"9ZsvZCS0","paperclip","segmented",15,7,"Clean nails",2,3,2,2
"ak3D0gDJ","paperclip","segmented",10,2,"Clean nails",2,3,2,2
"HC0uORy6","paperclip","unsegmented",5,4,"clean out a pipe",2,3,2,2
"Sp2k68mD","paperclip","segmented",15,4,"clean out fingernails",2,3,2,2
"3KwNtbkQ","paperclip","unsegmented",5,6,"CLEAN OUT HARD TO REACH PLACES",2,3,2,2
"2IEcg7El","paperclip","unsegmented",10,3,"clean out narrow objects",2,3,2,2
"H6CjN8B9","paperclip","segmented",15,2,"clean out small crevice/cleaning tool",2,3,2,2
"1xS08G27","paperclip","segmented",10,7,"clean toenails",2,3,2,2
"j0DY4Qzg","paperclip","segmented",5,4,"clean under fingernails",2,3,2,2
"opxAEih3","paperclip","unsegmented",10,3,"clean under fingernails",2,3,2,2
"gEOtW7kc","paperclip","segmented",10,5,"Clean under fingernails",2,3,2,2
"2FhA1V0Q","paperclip","unsegmented",15,4,"clean your ears",2,3,2,2
"vWx8G5y2","paperclip","unsegmented",5,3,"Clean your fingernails",2,3,2,2
"HC0uORy6","paperclip","unsegmented",5,5,"clean your fingernails",2,3,2,2
"59auf5Di","paperclip","unsegmented",5,2,"cleaning a pipe",2,3,2,2
"6hf8viCt","paperclip","segmented",5,6,"cleaning out my nails",2,3,2,2
"RW7306rQ","paperclip","segmented",10,3,"cleaning smoking pipes",2,3,2,2
"59auf5Di","paperclip","unsegmented",5,1,"cleaning under fingernails",2,3,2,2
"T7PsWT76","paperclip","unsegmented",5,4,"cleaning your teeth like a toothpick",2,3,2,2
"l9pCqCGT","paperclip","unsegmented",15,8,"clip",1,4,1,1
"btcTmH43","paperclip","unsegmented",15,5,"Clip anything that needs to stay shut and is not too thick",1,4,1,2
"btcTmH43","paperclip","unsegmented",15,4,"clip chip bags to stay shut",1,4,1,2
"5LC5K5oU","paperclip","unsegmented",5,2,"clip paper",1,1,1,1
"05atXwmG","paperclip","unsegmented",5,1,"Clip paper together",1,1,1,1
"2IEcg7El","paperclip","unsegmented",10,1,"clip papers",1,1,1,1
"9ZsvZCS0","paperclip","segmented",15,1,"Clip papers",1,1,1,1
"6EcRhhAL","paperclip","unsegmented",5,1,"clip papers together",1,1,1,1
"6l6w0BaA","paperclip","unsegmented",5,1,"clip papers together",1,1,1,1
"H6CjN8B9","paperclip","segmented",15,1,"clip papers together",1,1,1,1
"Lr6WcnQu","paperclip","segmented",10,1,"clip papers together",1,1,1,1
"SGoXL6xi","paperclip","segmented",15,1,"clip papers together",1,1,1,1
"btcTmH43","paperclip","unsegmented",15,1,"Clip papers together",1,1,1,1
"zVpN53Ht","paperclip","segmented",15,1,"Clip papers together",1,1,1,1
"btcTmH43","paperclip","unsegmented",15,3,"clip rice bags to stay shut",2,4,1,2
"5HXO64Ya","paperclip","unsegmented",15,4,"clip socks together before putting in the wash",4,4,1,3
"N311258W","paperclip","segmented",10,1,"clip things together",1,2,1,1
"gEOtW7kc","paperclip","segmented",10,1,"Clip together papers",1,1,1,1
"JxuQ6c1f","paperclip","unsegmented",15,1,"clip together papers",1,1,1,1
"Na5C17A6","paperclip","unsegmented",10,1,"clipping paper",1,1,1,1
"hee1Wrlg","paperclip","unsegmented",15,1,"Clipping pieces of paper together",1,4,1,1
"kF9615f2","paperclip","unsegmented",10,6,"close a chip bag",1,4,1,2
"57ZLnnlc","paperclip","unsegmented",15,2,"close bags",1,4,1,2
"mctpMb8Q","paperclip","unsegmented",10,2,"close chip bags",1,4,1,2
"b93mLY15","paperclip","segmented",5,7,"clothes pin",2,3,1,2
"Na5C17A6","paperclip","unsegmented",10,2,"coiled to make a spring",2,5,3,3
"1BHxIRq1","paperclip","unsegmented",10,2,"collate papers",1,1,1,1
"A26c3z9n","paperclip","segmented",10,6,"color counters for children",3,3,3,2
"A26c3z9n","paperclip","segmented",10,5,"colored papreclips for garland",2,3,3,3
"mfgxaq4c","paperclip","unsegmented",5,4,"combine with LOTS of other paperclips to make very light-weight chain mail armor",2,2,2,3
"mfgxaq4c","paperclip","unsegmented",5,3,"combine with other paper clips to make necklaces and earrings",2,2,2,2
"RW7306rQ","paperclip","segmented",10,1,"combining documents",1,1,1,1
"dENdB2Qt","paperclip","segmented",15,10,"complete a circuit",2,4,2,2
"oa0XCM38","paperclip","segmented",5,2,"complete a make shift curcuit",2,4,3,2
"KxZ68Dlf","paperclip","unsegmented",10,5,"Conductor",2,4,3,2
"7tAp1G0i","paperclip","segmented",15,4,"conductor",2,4,3,2
"s01B0XS8","paperclip","unsegmented",15,3,"connect many of them as a necklace",2,2,1,2
"kF9615f2","paperclip","unsegmented",10,1,"connect papers",1,1,1,1
"M826NWy8","paperclip","segmented",15,4,"connect papers the normal way",1,1,1,1
"wJ77G1q1","paperclip","segmented",15,5,"connector",2,4,1,1
"KxZ68Dlf","paperclip","unsegmented",10,9,"connector compas",2,5,1,1
"KNj3o6fP","paperclip","segmented",5,4,"COULD BE USED TO TIDY A CHILD'S ARTWORK",2,3,3,3
"wJ77G1q1","paperclip","segmented",15,4,"craft jewelry",2,2,2,2
"Lr6WcnQu","paperclip","segmented",10,7,"create a bracelet",2,2,2,2
"w4r5kjlA","paperclip","segmented",15,6,"create a chain",2,2,1,1
"WzURBE7G","paperclip","unsegmented",10,3,"Create paperclip jewelry",2,2,2,2
"C9hwW590","paperclip","unsegmented",10,5,"create wire jewelry",2,2,2,2
"ac93CkSi","paperclip","unsegmented",10,8,"curtain hanger",2,3,2,2
"M826NWy8","paperclip","segmented",15,13,"cut food",3,5,3,2
"M826NWy8","paperclip","segmented",15,12,"cut tape",3,5,3,2
"V453P9LD","paperclip","unsegmented",5,1,"cuticle pusher",2,4,2,2
"JlTb0mcF","paperclip","segmented",10,5,"detail nail polish",4,4,3,2
"1S8A5eB9","paperclip","unsegmented",15,3,"diapers pin",3,3,3,2
"MXicONTd","paperclip","segmented",5,7,"dig goo out of the grooves on a ",NA,NA,2,2
"9ZsvZCS0","paperclip","segmented",15,2,"Dig in ears",2,4,2,2
"T7n32j0J","paperclip","unsegmented",5,3,"dig out something small",2,4,2,2
"s9s2shYZ","paperclip","segmented",10,2,"dig wax out of ear",2,4,2,2
"l66h8TSK","paperclip","unsegmented",10,11,"DVD drive opener",2,4,2,2
"Kf5hYM86","paperclip","unsegmented",15,2,"Ear cleaner",2,4,2,2
"d899i6rX","paperclip","unsegmented",5,3,"ear cleaner",2,4,2,2
"H6CjN8B9","paperclip","segmented",15,8,"ear cleaner",2,4,2,2
"y89Nm2JI","paperclip","unsegmented",15,3,"ear cleaner",2,4,2,2
"rG6gvMfs","paperclip","unsegmented",15,2,"ear ring",2,2,2,2
"b93mLY15","paperclip","segmented",5,4,"earing",2,2,2,2
"l9pCqCGT","paperclip","unsegmented",15,2,"earing",2,2,2,2
"Tpv6iUU1","paperclip","unsegmented",5,1,"Earring",2,2,2,2
"72I2UHeb","paperclip","segmented",5,9,"earring",2,2,2,2
"ac93CkSi","paperclip","unsegmented",10,2,"earring",2,2,2,2
"aGzhYc5T","paperclip","segmented",5,2,"earring",2,2,2,2
"Tz3xw8MP","paperclip","segmented",10,7,"earring",2,2,2,2
"1xS08G27","paperclip","segmented",10,1,"earring clip",2,2,2,2
"3N1tv1g7","paperclip","unsegmented",10,5,"earrings",2,2,2,2
"bCCPp06L","paperclip","unsegmented",10,2,"earrings",2,2,2,2
"T7n32j0J","paperclip","unsegmented",5,2,"earrings",2,2,2,2
"KxZ68Dlf","paperclip","unsegmented",10,3,"Electricity",2,4,2,1
"B0o9M8xC","paperclip","unsegmented",10,13,"emergency cot",2,5,NA,2
"14BdrD3U","paperclip","segmented",5,1,"Emergency reboot device for electronics (small hole on device)",2,4,2,2
"B0o9M8xC","paperclip","unsegmented",10,15,"emergency Tie Tack (large ones only)",3,5,3,2
"MzKGrHfk","paperclip","unsegmented",5,7,"Engrave something in wood.",3,4,3,3
"9ZsvZCS0","paperclip","segmented",15,9,"Engrave something into a wooden desk",3,4,3,3
"bCCPp06L","paperclip","unsegmented",10,4,"engraver",3,4,3,2
"2FhA1V0Q","paperclip","unsegmented",15,8,"entertain yourself.",4,3,2,1
"Lr6WcnQu","paperclip","segmented",10,4,"etch on a surface",3,4,3,2
"B0o9M8xC","paperclip","unsegmented",10,5,"eye glass repair",2,5,2,2
"t7SqCvg4","paperclip","unsegmented",10,4,"eye glass repair",2,5,2,2
"Tpv6iUU1","paperclip","unsegmented",5,7,"eye glass repair",2,5,2,2
"8dsuK18a","paperclip","unsegmented",15,3,"Fashion into a hook",2,3,1,3
"ww8QYGoO","paperclip","segmented",10,1,"fasten pants",2,3,2,2
"zLKWIxYM","paperclip","segmented",5,4,"fastener",1,3,2,1
"wl41F5Rd","paperclip","segmented",5,10,"fastener for string ends",1,3,2,1
"T7n32j0J","paperclip","unsegmented",5,7,"fiddle with",1,3,2,1
"ac93CkSi","paperclip","unsegmented",10,6,"fingernail cleaner",2,4,2,2
"V453P9LD","paperclip","unsegmented",5,2,"fingernail cleaner",2,4,2,2
"Kf5hYM86","paperclip","unsegmented",15,1,"Fingernail cleaner",2,4,2,2
"1BHxIRq1","paperclip","unsegmented",10,1,"fish hook",2,3,2,3
"2T268S98","paperclip","segmented",15,2,"fish hook",2,3,2,3
"dENdB2Qt","paperclip","segmented",15,4,"fish hook",2,3,2,3
"K6LmqSD5","paperclip","segmented",15,5,"fish hook",2,3,2,3
"Lr5bzVBf","paperclip","unsegmented",5,3,"fish hook",2,3,2,3
"hj8bSQrN","paperclip","segmented",5,11,"fishing hook",2,3,2,3
"zLKWIxYM","paperclip","segmented",5,5,"fishing hook",2,3,2,3
"zVpN53Ht","paperclip","segmented",15,5,"Fishing hook",2,3,2,3
"w3Pi76uS","paperclip","unsegmented",15,4,"fit into small spaces in order to unlodge things",2,4,2,2
"M826NWy8","paperclip","segmented",15,9,"fix clothing",2,3,2,2
"1BHxIRq1","paperclip","unsegmented",10,3,"fix computer keyboard",2,3,3,2
"M826NWy8","paperclip","segmented",15,3,"fix machines",2,3,2,2
"13ny39cg","paperclip","segmented",15,4,"fix something with it",2,3,2,1
"M826NWy8","paperclip","segmented",15,8,"fix wires",2,3,3,2
"aGzhYc5T","paperclip","segmented",5,6,"flick a ball",2,4,4,2
"Y2cD7y3X","paperclip","segmented",10,5,"flick it into something as a game",3,3,4,2
"S3kVSz67","paperclip","unsegmented",15,2,"Floatation device",4,4,2,1
"UUuMg7dW","paperclip","unsegmented",15,3,"Fold it in different ways for fun",2,4,2,1
"1S8A5eB9","paperclip","unsegmented",15,2,"folder clip",1,1,1,1
"bU801XR7","paperclip","unsegmented",10,3,"FOR BOOKMARKS",1,3,2,2
"6EcRhhAL","paperclip","unsegmented",5,7,"for decoration",2,3,2,1
"bU801XR6","paperclip","unsegmented",10,2,"FOR MONEY",1,3,4,2
"bU801XR6","paperclip","unsegmented",10,4,"FOR OPENING LOCKS",2,3,1,2
"bU801XR5","paperclip","unsegmented",10,1,"FOR PAPERS",1,1,1,1
"m9S84IQd","paperclip","unsegmented",15,2,"fork",2,5,5,2
"v1f48OH2","paperclip","unsegmented",10,4,"Form a chain",2,2,1,1
"8dsuK18a","paperclip","unsegmented",15,2,"Form into a finger ring",2,2,2,2
"UUuMg7dW","paperclip","unsegmented",15,2,"Get things out of a small place",2,4,2,2
"72I2UHeb","paperclip","segmented",5,5,"glue bottle unclogger",3,4,2,3
"p6GZwwsg","paperclip","segmented",10,4,"Graffiti on plastic scratch tool",3,4,2,3
"KxZ68Dlf","paperclip","unsegmented",10,8,"guide",NA,3,3,1
"RqMKS495","paperclip","segmented",5,4,"guitar pick",4,5,3,3
"72I2UHeb","paperclip","segmented",5,2,"hair accessory",2,3,2,2
"wl41F5Rd","paperclip","segmented",5,7,"hair accessory",2,3,2,2
"B0o9M8xC","paperclip","unsegmented",10,6,"hair barrette",2,3,2,2
"6K46lbH7","paperclip","segmented",15,1,"HAIR BOW",2,3,2,2
"7zQyX2c4","paperclip","segmented",15,3,"hair clip",2,3,2,2
"ac93CkSi","paperclip","unsegmented",10,5,"hair clip",2,3,2,2
"b2fcis6W","paperclip","segmented",10,3,"hair clip",2,3,2,2
"V453P9LD","paperclip","unsegmented",5,6,"hair clip",2,3,2,2
"mhcrc4iq","paperclip","unsegmented",5,2,"Hair pin",2,3,2,2
"1xS08G27","paperclip","segmented",10,9,"hair pin",2,3,2,2
"hj8bSQrN","paperclip","segmented",5,9,"hair pin",2,3,2,2
"m9S84IQd","paperclip","unsegmented",15,3,"hair pin",2,3,2,2
"Tz3xw8MP","paperclip","segmented",10,6,"hair pin",2,3,2,2
"vC4vj6hv","paperclip","segmented",15,2,"hair pin",2,3,2,2
"d899i6rX","paperclip","unsegmented",5,1,"Hair pin",2,3,2,2
"ba1FcFHt","paperclip","segmented",5,6,"hair tie",2,3,2,2
"2FhA1V0Q","paperclip","unsegmented",15,1,"Hairclip",2,3,2,2
"5Tsk755o","paperclip","unsegmented",5,3,"Hairpin when no bobby pins are available",2,3,2,2
"6l6w0BaA","paperclip","unsegmented",5,2,"hang cards up",2,3,1,2
"KxZ68Dlf","paperclip","unsegmented",10,2,"Hang items",2,3,1,1
"344dbgyl","paperclip","segmented",5,1,"Hang party decor",2,3,1,2
"aGzhYc5T","paperclip","segmented",5,1,"Hang stuff from ceiling",2,3,1,2
"l7N9V4Mr","paperclip","unsegmented",10,5,"Hang things",2,3,1,1
"3qx6PWXs","paperclip","unsegmented",5,6,"hang things from them",2,3,1,1
"GBLQ0YK2","paperclip","unsegmented",5,2,"hang things using it from the ceiling",2,3,1,2
"V8mxLJpC","paperclip","unsegmented",15,7,"hang things with it",2,3,1,1
"1aF77W6m","paperclip","unsegmented",10,5,"hang things with it.",2,3,1,1
"j0DY4Qzg","paperclip","segmented",5,2,"hang things:  ornaments, earrings, etc",2,3,1,2
"HC0uORy6","paperclip","unsegmented",5,3,"hang up clothes",2,3,1,2
"A26c3z9n","paperclip","segmented",10,1,"hanging divise",2,3,1,1
"ww8QYGoO","paperclip","segmented",10,4,"hanging items",2,3,1,1
"oa0XCM38","paperclip","segmented",5,3,"heat up to burn a small area",3,4,4,2
"888P21nX","paperclip","segmented",10,7,"hem holder",3,3,3,2
"B0o9M8xC","paperclip","unsegmented",10,2,"hem holder",3,3,3,2
"2FhA1V0Q","paperclip","unsegmented",15,6,"hit the reset button on a modem",2,4,2,2
"5Tsk755o","paperclip","unsegmented",5,5,"Hold a card to a curtain for display",2,3,2,2
"3KwNtbkQ","paperclip","unsegmented",5,5,"HOLD A SIGN",2,3,2,2
"S3kVSz67","paperclip","unsegmented",15,3,"Hold a string to a balloon",2,3,2,2
"b3AN0bjD","paperclip","segmented",10,5,"hold and seperate mail ",1,2,1,2
"1xS08G27","paperclip","segmented",10,8,"hold chips bag together",1,4,1,2
"b3AN0bjD","paperclip","segmented",10,3,"hold clothing together ",2,3,1,2
"v1f48OH2","paperclip","unsegmented",10,5,"Hold clothing together or closed",2,3,1,2
"JxuQ6c1f","paperclip","unsegmented",15,2,"hold hair like a bobby pin",2,3,2,2
"KxZ68Dlf","paperclip","unsegmented",10,1,"Hold items",1,1,1,1
"gEOtW7kc","paperclip","segmented",10,6,"Hold keys together",2,4,1,2
"b3AN0bjD","paperclip","segmented",10,2,"hold mail together ",1,2,1,2
"JE5LUVea","paperclip","unsegmented",5,1,"hold multiple papers together",1,1,1,1
"KNj3o6fP","paperclip","segmented",5,3,"HOLD OPENED CHIP BAGS TOGETHER",1,4,1,2
"mctpMb8Q","paperclip","unsegmented",10,1,"hold pages together",1,1,1,1
"S3kVSz67","paperclip","unsegmented",15,4,"Hold pants together in place of a missing button",2,3,1,2
"aGzhYc5T","paperclip","segmented",5,3,"hold pants up",2,3,1,2
"57D9S225","paperclip","unsegmented",10,1,"hold paper",1,1,1,1
"m77nfH6L","paperclip","segmented",5,1,"hold paper",1,1,1,1
"y89Nm2JI","paperclip","unsegmented",15,1,"hold paper",1,1,1,1
"ak3D0gDJ","paperclip","segmented",10,1,"Hold paper",1,1,1,1
"8QXs25dr","paperclip","unsegmented",15,2,"hold paper together",1,1,1,1
"2FtPmg0Q","paperclip","unsegmented",15,1,"hold paper together",1,1,1,1
"e16V8C6A","paperclip","segmented",10,1,"hold paper together",1,1,1,1
"hMD9Qw58","paperclip","segmented",10,1,"hold paper together",1,1,1,1
"JlTb0mcF","paperclip","segmented",10,3,"hold paper together",1,1,1,1
"oa0XCM38","paperclip","segmented",5,1,"hold paper together",1,1,1,1
"p6GZwwsg","paperclip","segmented",10,1,"hold paper together",1,1,1,1
"s9s2shYZ","paperclip","segmented",10,1,"hold paper together",1,1,1,1
"JwPQBC80","paperclip","segmented",10,1,"Hold paper together",1,1,1,1
"UUuMg7dW","paperclip","unsegmented",15,1,"Hold paper together",1,1,1,1
"b3AN0bjD","paperclip","segmented",10,1,"Hold Paper together ",1,1,1,1
"2FhA1V0Q","paperclip","unsegmented",15,7,"hold papers",1,1,1,1
"Lr5bzVBf","paperclip","unsegmented",5,1,"hold papers",1,1,1,1
"wl41F5Rd","paperclip","segmented",5,1,"hold papers",1,1,1,1
"Y2cD7y3X","paperclip","segmented",10,2,"hold papers",1,1,1,1
"3KwNtbkQ","paperclip","unsegmented",5,1,"HOLD PAPERS",1,1,1,1
"5GS33saU","paperclip","segmented",10,1,"hold papers together",1,1,1,1
"7tAp1G0i","paperclip","segmented",15,3,"hold papers together",1,1,1,1
"AHxx5oRE","paperclip","unsegmented",10,1,"hold papers together",1,1,1,1
"hj8bSQrN","paperclip","segmented",5,1,"hold papers together",1,1,1,1
"l7N9V4Mr","paperclip","unsegmented",10,1,"hold papers together",1,1,1,1
"MXicONTd","paperclip","segmented",5,1,"hold papers together",1,1,1,1
"PaK7pL8a","paperclip","segmented",5,1,"hold papers together",1,1,1,1
"s5l4YzV3","paperclip","segmented",15,1,"hold papers together",1,1,1,1
"w3Pi76uS","paperclip","unsegmented",15,1,"hold papers together",1,1,1,1
"YFPUia8r","paperclip","segmented",10,1,"hold papers together",1,1,1,1
"14BdrD3U","paperclip","segmented",5,2,"Hold papers together",1,1,1,1
"3qx6PWXs","paperclip","unsegmented",5,1,"Hold papers together",1,1,1,1
"EwBSSB2k","paperclip","segmented",5,1,"Hold papers together",1,1,1,1
"N311258W","paperclip","segmented",10,2,"hold papers together on a folder",1,1,1,1
"S3kVSz67","paperclip","unsegmented",15,1,"Hold papers together.",1,1,1,1
"WzURBE7G","paperclip","unsegmented",10,1,"Hold paperwork together",1,1,1,1
"ww8QYGoO","paperclip","segmented",10,3,"hold photos",1,1,1,2
"Y2cD7y3X","paperclip","segmented",10,8,"hold pictures together",1,1,1,2
"5Tsk755o","paperclip","unsegmented",5,1,"Hold pieces of paper together.",1,1,1,1
"FE7ZtheE","paperclip","unsegmented",10,3,"hold plastic bags together",1,1,1,2
"A26c3z9n","paperclip","segmented",10,4,"hold socks together in washer",2,3,3,2
"m77nfH6L","paperclip","segmented",5,4,"hold things ",1,1,1,1
"l7N9V4Mr","paperclip","unsegmented",10,4,"Hold things together",1,1,1,1
"ls85DI0O","paperclip","segmented",10,3,"Hold things together ",1,1,1,1
"7bxXP4eJ","paperclip","unsegmented",15,1,"hold together paper",1,1,1,1
"MzKGrHfk","paperclip","unsegmented",5,1,"Hold together papers.",1,1,1,1
"7zQyX2c4","paperclip","segmented",15,4,"hold wires ",1,3,3,1
"7zQyX2c4","paperclip","segmented",15,2,"hold your hem up",2,3,3,2
"RRWg2Zzl","paperclip","unsegmented",5,2,"Holding fabric pieces together while fitting them on a mannequin or person",3,3,3,2
"Tz3xw8MP","paperclip","segmented",10,1,"holding pages together",1,1,1,1
"R0U9X8AP","paperclip","segmented",10,2,"holding paper together",1,1,1,1
"RRWg2Zzl","paperclip","unsegmented",5,1,"Holding pieces of paper together for easier separation ability than a staple",1,1,1,1
"T7PsWT76","paperclip","unsegmented",5,2,"holding sheets of paper together",1,1,1,1
"y89Nm2JI","paperclip","unsegmented",15,5,"hole poker",2,3,3,2
"KxZ68Dlf","paperclip","unsegmented",10,6,"hook",2,3,2,2
"s01B0XS8","paperclip","unsegmented",15,7,"if you dont have a stapler then use pa",NA,4,1,NA
"bDv6Dpf4","paperclip","unsegmented",15,3,"in lieu of a button",2,4,2,2
"bDv6Dpf4","paperclip","unsegmented",15,6,"in lieu of a key/unlock doors",2,4,1,2
"bDv6Dpf4","paperclip","unsegmented",15,7,"in sewing: instead of pins",2,3,2,2
"B0o9M8xC","paperclip","unsegmented",10,16,"inexpensive ear (or body?)-piercing tool",4,4,2,2
"B0o9M8xC","paperclip","unsegmented",10,17,"inexpensive ear (or nose?)ring",2,2,2,2
"2Xywd76Z","paperclip","unsegmented",15,3,"it can be an a",NA,NA,NA,NA
"Pg80l09K","paperclip","unsegmented",15,1,"It can be shaped in to craft items",2,4,2,2
"57ZLnnlc","paperclip","unsegmented",15,1,"it can be used to attach papers together",1,1,1,1
"2Xywd76Z","paperclip","unsegmented",15,2,"it can be used to reset a modem straightened out",2,4,2,2
"Pg80l09K","paperclip","unsegmented",15,2,"It can be uses to pick a lock",2,3,1,2
"Pg80l09K","paperclip","unsegmented",15,3,"It can turned in to a strong twist tie",2,3,3,1
"2FhA1V0Q","paperclip","unsegmented",15,5,"itch yourself",4,4,2,2
"wl41F5Rd","paperclip","segmented",5,2,"iv bag holder/hanger",5,4,4,3
"hee1Wrlg","paperclip","unsegmented",15,2,"Jewelry",2,2,2,1
"ba1FcFHt","paperclip","segmented",5,3,"jewelry",2,2,2,1
"V8mxLJpC","paperclip","unsegmented",15,6,"jewelry",2,2,2,1
"ww8QYGoO","paperclip","segmented",10,5,"jewlry/pendant",2,2,2,1
"wJ77G1q1","paperclip","segmented",15,6,"k",NA,NA,NA,NA
"bM0Ib3j5","paperclip","segmented",5,3,"Keep bag of chips together",1,4,1,2
"UBn73eP3","paperclip","unsegmented",5,5,"keep flowers bundled",2,2,4,2
"bM0Ib3j5","paperclip","segmented",5,2,"Keep important documents together ",1,1,1,1
"ak3D0gDJ","paperclip","segmented",10,4,"Keep me busy",4,3,2,1
"bM0Ib3j5","paperclip","segmented",5,1,"Keep money stacks together ",1,3,1,2
"3N1tv1g7","paperclip","unsegmented",10,1,"keep papers together",1,1,1,1
"888P21nX","paperclip","segmented",10,1,"keep papers together",1,1,1,1
"dENdB2Qt","paperclip","segmented",15,1,"keep papers together",1,1,1,1
"JlTb0mcF","paperclip","segmented",10,1,"keep piercings open",2,4,2,2
"ac93CkSi","paperclip","unsegmented",10,1,"keep snack bags closed",1,4,1,2
"2IEcg7El","paperclip","unsegmented",10,2,"keep things stuck together",1,1,1,1
"MBYB7Nz5","paperclip","segmented",15,6,"keep you entertained in a boring meeting",5,3,2,2
"7uS4dhoU","paperclip","segmented",5,4,"key",2,3,1,2
"b93mLY15","paperclip","segmented",5,2,"key",2,3,1,2
"l9pCqCGT","paperclip","unsegmented",15,3,"key",2,3,1,2
"m9S84IQd","paperclip","unsegmented",15,1,"key",2,3,1,2
"wJ77G1q1","paperclip","segmented",15,2,"key",2,3,1,2
"6K46lbH7","paperclip","segmented",15,2,"KEY",2,3,1,2
"2FtPmg0Q","paperclip","unsegmented",15,3,"key chain",2,3,1,2
"ac93CkSi","paperclip","unsegmented",10,9,"key chain",2,3,1,2
"l9pCqCGT","paperclip","unsegmented",15,4,"key chain",2,3,1,2
"1xS08G27","paperclip","segmented",10,10,"key opener",2,3,1,2
"Kf5hYM86","paperclip","unsegmented",15,4,"Keychain",2,3,1,2
"V453P9LD","paperclip","unsegmented",5,4,"knife",2,5,2,2
"T7n32j0J","paperclip","unsegmented",5,4,"lay on desk",1,1,1,1
"72I2UHeb","paperclip","segmented",5,7,"letter opener",2,3,2,2
"MXicONTd","paperclip","segmented",5,3,"letter opener",2,3,2,2
"rG6gvMfs","paperclip","unsegmented",15,1,"light switch",3,3,4,2
"5CH3FMbC","paperclip","unsegmented",10,4,"Link the paperclips together to make a bracelet or necklace",2,2,1,2
"3drmN5S2","paperclip","unsegmented",10,3,"link together and make a belt",2,4,1,2
"lGi8mYM4","paperclip","segmented",5,5,"link together to form a chain - and use as a necklace",2,2,1,2
"lGi8mYM4","paperclip","segmented",5,6,"link together to form a chain - and use as earrings",2,2,1,2
"lGi8mYM4","paperclip","segmented",5,7,"link together to form a chain and use as decorative garland",2,2,1,2
"opxAEih3","paperclip","unsegmented",10,6,"link together to make a chain",2,2,1,1
"2FtPmg0Q","paperclip","unsegmented",15,4,"link together to make a necklace",2,2,1,2
"7zQyX2c4","paperclip","segmented",15,5,"lock pic",2,3,1,2
"7tAp1G0i","paperclip","segmented",15,1,"lock pick",2,3,1,2
"ba1FcFHt","paperclip","segmented",5,1,"lock pick",2,3,1,2
"K6LmqSD5","paperclip","segmented",15,1,"lock pick",2,3,1,2
"NXFB8KQ5","paperclip","segmented",5,2,"lock pick",2,3,1,2
"wl41F5Rd","paperclip","segmented",5,3,"lock pick",2,3,1,2
"Kf5hYM86","paperclip","unsegmented",15,3,"Lock pick",2,3,1,2
"zLKWIxYM","paperclip","segmented",5,1,"Lockpick",2,3,1,2
"OXGW4BSs","paperclip","segmented",5,2,"lockpick",2,3,1,2
"uirSLy6r","paperclip","unsegmented",10,8,"Ma",NA,NA,NA,NA
"e16V8C6A","paperclip","segmented",10,4,"made into chain",2,2,1,1
"S3kVSz67","paperclip","unsegmented",15,6,"Magnet",2,4,3,2
"7bxXP4eJ","paperclip","unsegmented",15,6,"magnetics",2,4,3,2
"Tz3xw8MP","paperclip","segmented",10,3,"magnetize it",2,4,3,2
"mhcrc4iq","paperclip","unsegmented",5,3,"Make 'stick' metal figurines",3,5,2,2
"kF9615f2","paperclip","unsegmented",10,2,"make a 'duck call'",5,5,5,1
"hj8bSQrN","paperclip","segmented",5,8,"make a bow and arrow",3,5,4,3
"vWx8G5y2","paperclip","unsegmented",5,6,"Make a bracelet",2,2,1,2
"cIvhY884","paperclip","segmented",15,1,"make a bracelet",2,2,1,2
"dENdB2Qt","paperclip","segmented",15,6,"make a bracelet",2,2,1,2
"w4r5kjlA","paperclip","segmented",15,4,"make a bracelet",2,2,1,2
"uirSLy6r","paperclip","unsegmented",10,6,"Make a Bracelet",2,2,1,2
"Y55OrqzC","paperclip","segmented",5,2,"make a butterly ",4,2,3,3
"8QXs25dr","paperclip","unsegmented",15,5,"make a chain",2,2,1,1
"JxuQ6c1f","paperclip","unsegmented",15,6,"make a chain",2,2,1,1
"cIvhY884","paperclip","segmented",15,2,"make a chain",2,2,1,1
"M826NWy8","paperclip","segmented",15,14,"make a chain",2,2,1,1
"w3Pi76uS","paperclip","unsegmented",15,3,"make a chain",2,2,1,1
"3KwNtbkQ","paperclip","unsegmented",5,2,"MAKE A CHAIN",2,2,1,1
"ls85DI0O","paperclip","segmented",10,4,"Make a chain",2,2,1,1
"oa0XCM38","paperclip","segmented",5,4,"make a design/shape",2,2,2,1
